run_name,epoch,split,loss,accuracy,f1,auc,prauc,rocpr_path,center_0_accuracy,center_0_f1,center_0_auc,center_0_prauc,center_3_accuracy,center_3_f1,center_3_auc,center_3_prauc,center_4_accuracy,center_4_f1,center_4_auc,center_4_prauc,seed,outlier_filter,data_fraction,precomputed_embeddings,embedding_precompute_allowed,resize_hw,adapter_enabled,adapter_cls,head_cls,backbone,use_center_balanced_batches,center_proportions,early_stopping_monitor,early_stopping_mode,early_stopping_patience
dinov2_vits14_r98_norm_jitter,0,train,0.16637740152724087,0.93607,0.9358113196180607,0.982041508523605,0.9849177951865247,,0.9076368551475558,0.9086350974930362,0.9690797484207145,0.9742349380051349,0.9285013933326453,0.9277237277967605,0.9781650121285462,0.9820428282843122,0.9544242089771892,0.9542347834118408,0.9901784278149424,0.9915761168727444,0,False,,True,True,98x98,False,,DefaultBinaryHead,dinov2_vits14,False,,val_loss,min,10
dinov2_vits14_r98_norm_jitter,0,val,0.303636170668898,0.8711322484528994,0.8660352632832976,0.9477357501291386,0.9518630331674722,runs/dinov2_vits14_r98_norm_jitter/seed_0/curves/val_epoch_000.npz,,,,,,,,,,,,,0,False,,True,True,98x98,False,,DefaultBinaryHead,dinov2_vits14,False,,val_loss,min,10
dinov2_vits14_r98_norm_jitter,1,train,0.14057100740268827,0.94691,0.9467401009219409,0.9867968691873876,0.9889433731446532,,0.9228429826537509,0.9230769230769231,0.9765283385765244,0.9804313674280386,0.9418670657446588,0.9415427726317428,0.9845975785559901,0.987337196560475,0.9612306843267108,0.9610893145626587,0.9921709410735894,0.993341540821684,0,False,,True,True,98x98,False,,DefaultBinaryHead,dinov2_vits14,False,,val_loss,min,10
dinov2_vits14_r98_norm_jitter,1,val,0.3035401589472759,0.8766044006417603,0.8705868213094559,0.9496332420954468,0.9544810653213582,runs/dinov2_vits14_r98_norm_jitter/seed_0/curves/val_epoch_001.npz,,,,,,,,,,,,,0,False,,True,True,98x98,False,,DefaultBinaryHead,dinov2_vits14,False,,val_loss,min,10
dinov2_vits14_r98_norm_jitter,2,train,0.13520182811945677,0.94927,0.9491331682225186,0.9876999010700847,0.9897394749198307,,0.9260531651272809,0.9261903423463939,0.978046896326666,0.9818827620618971,0.9443182991020745,0.9440642820114049,0.9855821426990962,0.9882144316580064,0.9631622516556292,0.9630552096305521,0.9927177293449169,0.9937501934515599,0,False,,True,True,98x98,False,,DefaultBinaryHead,dinov2_vits14,False,,val_loss,min,10
dinov2_vits14_r98_norm_jitter,2,val,0.4452029834046881,0.8340018336007334,0.809357725717294,0.9406290123477545,0.9461594951381684,runs/dinov2_vits14_r98_norm_jitter/seed_0/curves/val_epoch_002.npz,,,,,,,,,,,,,0,False,,True,True,98x98,False,,DefaultBinaryHead,dinov2_vits14,False,,val_loss,min,10
dinov2_vits14_r98_norm_jitter,3,train,0.13307203356474637,0.95046,0.9503378310644185,0.988041932491813,0.9900165390272639,,0.9283059247578284,0.9285032294299355,0.9790299589868237,0.9826568697028175,0.9457374342037362,0.9454856520724784,0.9859507022881211,0.9884610887658536,0.9637141280353201,0.9636170801438716,0.9928513397243811,0.9939168882767246,0,False,,True,True,98x98,False,,DefaultBinaryHead,dinov2_vits14,False,,val_loss,min,10
dinov2_vits14_r98_norm_jitter,3,val,0.31437099393368395,0.8786672014668806,0.8714680263437433,0.9521707676348666,0.9568226186159712,runs/dinov2_vits14_r98_norm_jitter/seed_0/curves/val_epoch_003.npz,,,,,,,,,,,,,0,False,,True,True,98x98,False,,DefaultBinaryHead,dinov2_vits14,False,,val_loss,min,10
dinov2_vits14_r98_norm_jitter,4,train,0.131470288979169,0.95113,0.9510178308326067,0.9882768812404209,0.9902236402788955,,0.929263347600811,0.929438202247191,0.9792727176068134,0.9828816155211321,0.9470017545670348,0.946828889464147,0.9866261343262632,0.9889882582467349,0.9637371228844739,0.9636141298078033,0.9926974468280163,0.9938381263285958,0,False,,True,True,98x98,False,,DefaultBinaryHead,dinov2_vits14,False,,val_loss,min,10
dinov2_vits14_r98_norm_jitter,4,val,0.31417188811902125,0.8758308503323401,0.8684034736138945,0.9527286400932897,0.9560854283014949,runs/dinov2_vits14_r98_norm_jitter/seed_0/curves/val_epoch_004.npz,,,,,,,,,,,,,0,False,,True,True,98x98,False,,DefaultBinaryHead,dinov2_vits14,False,,val_loss,min,10
dinov2_vits14_r98_norm_jitter,5,train,0.13090005761796608,0.95147,0.951371283705923,0.9884175663640848,0.9903435742614609,,0.9302770894345573,0.9304338053495167,0.9795331061386034,0.983190324212644,0.9463566931571885,0.9461496619783977,0.9865251821706713,0.9889079045839713,0.9646799116997793,0.9646034013918975,0.9930139647101167,0.9940597346086283,0,False,,True,True,98x98,False,,DefaultBinaryHead,dinov2_vits14,False,,val_loss,min,10
dinov2_vits14_r98_norm_jitter,5,val,0.3383002492078895,0.868582397432959,0.8574801926363212,0.9521728459590995,0.9555721123967171,runs/dinov2_vits14_r98_norm_jitter/seed_0/curves/val_epoch_005.npz,,,,,,,,,,,,,0,False,,True,True,98x98,False,,DefaultBinaryHead,dinov2_vits14,False,,val_loss,min,10
dinov2_vits14_r98_norm_jitter,6,train,0.13055287567097693,0.95207,0.9520032845655461,0.9885061878797974,0.9904016492711041,,0.9294886235638657,0.9297339768773151,0.9798616987660267,0.9832846632848674,0.9477758282588502,0.9476000621343137,0.9865690490547158,0.9890081076465042,0.9651168138337013,0.9650597692148237,0.993033258429202,0.9940658185616986,0,False,,True,True,98x98,False,,DefaultBinaryHead,dinov2_vits14,False,,val_loss,min,10
dinov2_vits14_r98_norm_jitter,6,val,0.30982274704763885,0.881589502635801,0.8741588770818743,0.9558410455469385,0.9596019140052755,runs/dinov2_vits14_r98_norm_jitter/seed_0/curves/val_epoch_006.npz,,,,,,,,,,,,,0,False,,True,True,98x98,False,,DefaultBinaryHead,dinov2_vits14,False,,val_loss,min,10
dinov2_vits14_r98_norm_jitter,7,train,0.13000807127602398,0.95191,0.9518392036293352,0.9885876240564018,0.9904602707768286,,0.9296012615453931,0.9297752808988764,0.9800597323488835,0.9834275186430859,0.9475178036949118,0.9473793139131784,0.9867500452244085,0.9890736964272749,0.9649328550404709,0.9648609414963478,0.9930068432507703,0.9941015021590545,0,False,,True,True,98x98,False,,DefaultBinaryHead,dinov2_vits14,False,,val_loss,min,10
dinov2_vits14_r98_norm_jitter,7,val,0.32479182829291625,0.8765471006188402,0.8702147525676938,0.9494426354669464,0.9542567783783211,runs/dinov2_vits14_r98_norm_jitter/seed_0/curves/val_epoch_007.npz,,,,,,,,,,,,,0,False,,True,True,98x98,False,,DefaultBinaryHead,dinov2_vits14,False,,val_loss,min,10
dinov2_vits14_r98_norm_jitter,8,train,0.12987155819332227,0.95272,0.9526375894055656,0.9885784872795137,0.9904628000913154,,0.9317413831944131,0.9318871529729122,0.9804714818254895,0.9837690457329892,0.9483950872123026,0.9482026313063296,0.986727420703197,0.9891281281173453,0.9651398086828551,0.9650852141870105,0.9928835311741153,0.9939393353471456,0,False,,True,True,98x98,False,,DefaultBinaryHead,dinov2_vits14,False,,val_loss,min,10
dinov2_vits14_r98_norm_jitter,8,val,0.3527169153085755,0.8721636488654595,0.8605799275090613,0.9520049876235627,0.9574358345476034,runs/dinov2_vits14_r98_norm_jitter/seed_0/curves/val_epoch_008.npz,,,,,,,,,,,,,0,False,,True,True,98x98,False,,DefaultBinaryHead,dinov2_vits14,False,,val_loss,min,10
dinov2_vits14_r98_norm_jitter,9,train,0.1293014069243148,0.9525,0.9524076708815101,0.988723136479922,0.9905735467452437,,0.9308402793421942,0.9309802158273381,0.98040703336418,0.9837235532342679,0.9479822479100011,0.9478395860284605,0.986825500685741,0.9891852428127031,0.9653697571743929,0.9652707314823356,0.9930899752373725,0.99412591286532,0,False,,True,True,98x98,False,,DefaultBinaryHead,dinov2_vits14,False,,val_loss,min,10
dinov2_vits14_r98_norm_jitter,9,val,0.3237410862390191,0.8778650011460004,0.872514130207243,0.9490456164392413,0.9536320313540154,runs/dinov2_vits14_r98_norm_jitter/seed_0/curves/val_epoch_009.npz,,,,,,,,,,,,,0,False,,True,True,98x98,False,,DefaultBinaryHead,dinov2_vits14,False,,val_loss,min,10
dinov2_vits14_r98_norm_jitter,10,train,0.12906171461459248,0.95289,0.9528291496029878,0.9887668749266986,0.9905882652094246,,0.9316287452128857,0.9317747555355738,0.9807409232123132,0.9840030733121935,0.9488079265146042,0.9486754966887417,0.9868809454764378,0.9891611198393441,0.9652087932303164,0.9651551092789203,0.993076705253428,0.9941252482356983,0,False,,True,True,98x98,False,,DefaultBinaryHead,dinov2_vits14,False,,val_loss,min,10
dinov2_vits14_r98_norm_jitter,10,val,0.29521637506504295,0.8845404538161815,0.8860100695819426,0.9526760056291922,0.9578952538076876,runs/dinov2_vits14_r98_norm_jitter/seed_0/curves/val_epoch_010.npz,,,,,,,,,,,,,0,False,,True,True,98x98,False,,DefaultBinaryHead,dinov2_vits14,False,,val_loss,min,10
dinov2_vits14_r98_norm_jitter,11,train,0.12912086391378194,0.95269,0.9526099107491661,0.988754435285867,0.9906135155260851,,0.9297138995269205,0.92992700729927,0.9805304110268976,0.983856076847402,0.9489885437093611,0.948812883515004,0.9868400559586128,0.9892556654658329,0.9653697571743929,0.9652979399972349,0.9931149807179561,0.9941109055249936,0,False,,True,True,98x98,False,,DefaultBinaryHead,dinov2_vits14,False,,val_loss,min,10
