run_name,epoch,split,loss,accuracy,f1,auc,prauc,rocpr_path,center_0_accuracy,center_0_f1,center_0_auc,center_0_prauc,center_3_accuracy,center_3_f1,center_3_auc,center_3_prauc,center_4_accuracy,center_4_f1,center_4_auc,center_4_prauc,seed,outlier_filter,data_fraction,precomputed_embeddings,resize_hw,adapter_enabled,adapter_cls,head_cls,backbone,use_center_balanced_batches,center_proportions,early_stopping_monitor,early_stopping_mode,early_stopping_patience
uni_r96_norm,0,train,0.032752895202450456,0.98995,0.9899693591368659,0.9989470844155541,0.9990586779669388,,0.9878914169858076,0.9879572060718087,0.9985282037035756,0.9987699367991679,0.989420992878522,0.9894231761428129,0.9990738407035411,0.9991613152763194,0.99126195732156,0.9912796034514412,0.9989854014355847,0.9990844460581497,0,False,,True,96x96,False,,DefaultBinaryHead,uni,False,,val_loss,min,10
uni_r96_norm,0,val,0.09108320799439154,0.9661070364428146,0.9661138323164619,0.9944043566088662,0.9950408071916751,runs/uni_r96_norm/seed_0/curves/val_epoch_000.npz,,,,,,,,,,,,,0,False,,True,96x96,False,,DefaultBinaryHead,uni,False,,val_loss,min,10
uni_r96_norm,1,train,0.025606087699900817,0.99198,0.9920051039735232,0.9993989735641283,0.9994419636303865,,0.9902004956071188,0.9902521008403361,0.9990952093268134,0.9992268158439049,0.9923882753638147,0.9924096230541618,0.9995253763998758,0.9995728576153288,0.9923427152317881,0.9923622101424344,0.9993851665759045,0.9993841164417079,0,False,,True,96x96,False,,DefaultBinaryHead,uni,False,,val_loss,min,10
uni_r96_norm,1,val,0.11299789570087983,0.9601191840476736,0.9607245640765194,0.9938945285714488,0.9945629134681763,runs/uni_r96_norm/seed_0/curves/val_epoch_001.npz,,,,,,,,,,,,,0,False,,True,96x96,False,,DefaultBinaryHead,uni,False,,val_loss,min,10
uni_r96_norm,2,train,0.023732690325660586,0.99263,0.9926525566510812,0.9994695641307616,0.9995024895102669,,0.9913831944131561,0.9914271306101866,0.9993111583004308,0.9994089785828222,0.9931107441428424,0.9931297120654607,0.9995769756477995,0.999613139423786,0.9927106328182487,0.9927288574901942,0.9994297227572518,0.9994316514123709,0,False,,True,96x96,False,,DefaultBinaryHead,uni,False,,val_loss,min,10
uni_r96_norm,2,val,0.12948888230838146,0.9570536328214532,0.9578565604880654,0.993252723661965,0.9938574755563678,runs/uni_r96_norm/seed_0/curves/val_epoch_002.npz,,,,,,,,,,,,,0,False,,True,96x96,False,,DefaultBinaryHead,uni,False,,val_loss,min,10
uni_r96_norm,3,train,0.023346307464081912,0.9926,0.9926237515201053,0.999520297112952,0.9995362397703096,,0.9905947285424646,0.9906479251834015,0.9993562766641315,0.999429377195399,0.9932913613375993,0.993309659821934,0.9995713697838537,0.9995988235467537,0.9928026122148639,0.9928215948443915,0.9995389579486433,0.9995446730582812,0,False,,True,96x96,False,,DefaultBinaryHead,uni,False,,val_loss,min,10
uni_r96_norm,3,val,0.10719540170872843,0.9665081366032546,0.9663296753938766,0.9936284751616812,0.9945227016325772,runs/uni_r96_norm/seed_0/curves/val_epoch_003.npz,,,,,,,,,,,,,0,False,,True,96x96,False,,DefaultBinaryHead,uni,False,,val_loss,min,10
uni_r96_norm,4,train,0.02291845404997126,0.99293,0.9929529030650386,0.99955471797934,0.9995796079752411,,0.9911579184501014,0.9912079296634373,0.9993370036623144,0.9994303917244314,0.9934461760759624,0.9934643886372992,0.9996421275045685,0.9996674421169135,0.9931935246504783,0.9932116319603707,0.999543475749999,0.9995408076614664,0,False,,True,96x96,False,,DefaultBinaryHead,uni,False,,val_loss,min,10
uni_r96_norm,4,val,0.128230982077549,0.9596034838413935,0.96,0.992221083569043,0.9934083046075973,runs/uni_r96_norm/seed_0/curves/val_epoch_004.npz,,,,,,,,,,,,,0,False,,True,96x96,False,,DefaultBinaryHead,uni,False,,val_loss,min,10
