run_name,epoch,split,loss,accuracy,f1,auc,prauc,rocpr_path,center_0_accuracy,center_0_f1,center_0_auc,center_0_prauc,center_3_accuracy,center_3_f1,center_3_auc,center_3_prauc,center_4_accuracy,center_4_f1,center_4_auc,center_4_prauc,seed,outlier_filter,data_fraction,precomputed_embeddings,resize_hw,adapter_enabled,adapter_cls,head_cls,backbone,use_center_balanced_batches,center_proportions,early_stopping_monitor,early_stopping_mode,early_stopping_patience
virchow2_cls_r98_norm,0,train,0.029693231931032786,0.99098,0.991000518817097,0.9990928548376699,0.9991510633042883,,0.9914958323946835,0.9915363488593689,0.9989424209871952,0.9990948105588762,0.9913819795644545,0.9913935271078128,0.9992305865183223,0.9993025487969286,0.9904111479028698,0.9904311709768466,0.999018685321836,0.999004122037162,0,False,,True,98x98,False,,DefaultBinaryHead,virchow2_cls,False,,val_loss,min,10
virchow2_cls_r98_norm,0,val,0.06168418521066428,0.981205592482237,0.9810787424286126,0.9965598940342257,0.997002606257338,runs/virchow2_cls_r98_norm/seed_0/curves/val_epoch_000.npz,,,,,,,,,,,,,0,False,,True,98x98,False,,DefaultBinaryHead,virchow2_cls,False,,val_loss,min,10
virchow2_cls_r98_norm,1,train,0.02287942399155552,0.99321,0.993231456283581,0.9994890091072164,0.9995149406015941,,0.9923969362469025,0.9924382456729961,0.9994549635687611,0.9995068213148014,0.9937558055526886,0.9937734781042556,0.9994943883557561,0.9995382180889902,0.9930555555555556,0.9930730767466398,0.9994884848434702,0.9994826529533863,0,False,,True,98x98,False,,DefaultBinaryHead,virchow2_cls,False,,val_loss,min,10
virchow2_cls_r98_norm,1,val,0.07397425109590063,0.9779394911757965,0.9778633854645814,0.9957410490613751,0.9963651755409039,runs/virchow2_cls_r98_norm/seed_0/curves/val_epoch_001.npz,,,,,,,,,,,,,0,False,,True,98x98,False,,DefaultBinaryHead,virchow2_cls,False,,val_loss,min,10
virchow2_cls_r98_norm,2,train,0.021078254345610184,0.99357,0.9935924903588405,0.999570938893377,0.9996049816258602,,0.9929601261545393,0.9930007279242958,0.9995781128483104,0.9996163524573094,0.9941170399422025,0.994135199094557,0.9995765908272102,0.9996360237381013,0.9933314937454011,0.9933510638297872,0.9995462983183085,0.9995500413389978,0,False,,True,98x98,False,,DefaultBinaryHead,virchow2_cls,False,,val_loss,min,10
virchow2_cls_r98_norm,2,val,0.081366392365221,0.9754182901673161,0.9754787082023435,0.995398962802606,0.9960339909424417,runs/virchow2_cls_r98_norm/seed_0/curves/val_epoch_002.npz,,,,,,,,,,,,,0,False,,True,98x98,False,,DefaultBinaryHead,virchow2_cls,False,,val_loss,min,10
virchow2_cls_r98_norm,3,train,0.020553878260816418,0.99383,0.993852071064877,0.9996324810848338,0.9996517532849369,,0.9935233160621761,0.9935606696903522,0.999562493977187,0.9996055545351487,0.9947621013520487,0.9947800149142431,0.9996801075656903,0.9997081964001038,0.9931245401030169,0.9931439315768957,0.9996087734196393,0.9996058590391921,0,False,,True,98x98,False,,DefaultBinaryHead,virchow2_cls,False,,val_loss,min,10
virchow2_cls_r98_norm,3,val,0.08266214412789073,0.9779681411872565,0.9777764933676271,0.9947651362942048,0.9957354979375295,runs/virchow2_cls_r98_norm/seed_0/curves/val_epoch_003.npz,,,,,,,,,,,,,0,False,,True,98x98,False,,DefaultBinaryHead,virchow2_cls,False,,val_loss,min,10
virchow2_cls_r98_norm,4,train,0.019389157838009978,0.99405,0.9940715203810169,0.9996684441810793,0.999678630106112,,0.9935233160621761,0.9935606696903522,0.9996260606257077,0.9996564132861597,0.994710496439261,0.9947293996657668,0.9996720556276191,0.9996962796490224,0.9936764164827079,0.9936939622554977,0.9996727079230932,0.9996605931075887,0,False,,True,98x98,False,,DefaultBinaryHead,virchow2_cls,False,,val_loss,min,10
virchow2_cls_r98_norm,4,val,0.08341123828734123,0.9782259912903966,0.9781194218920942,0.9954111372516655,0.996091289266007,runs/virchow2_cls_r98_norm/seed_0/curves/val_epoch_004.npz,,,,,,,,,,,,,0,False,,True,98x98,False,,DefaultBinaryHead,virchow2_cls,False,,val_loss,min,10
